SMILES,Y_ld50_zhu,source
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,2.672,tdc
CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1,2.645,tdc
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.115,tdc
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,3.337,tdc
Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1S2,2.539,tdc
CN1CCN(N=O)CC1,3.111,tdc
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,2.79,tdc
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,2.832,tdc
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,2.318,tdc
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,2.478,tdc
CN1CCNCC1,1.5490000000000002,tdc
CN1CCOCC1,1.713,tdc
CN1CN(CCO)CSC1=S,2.2840000000000003,tdc
CN1CN(CC(=O)O)CSC1=S,2.314,tdc
CN1CSC(=S)N(C)C1,2.705,tdc
Cc1c(N)c(=O)n(-c2ccccc2)n1C,2.0780000000000003,tdc
Cc1cc(=O)n(-c2ccccc2)n1C,2.043,tdc
CNC,1.81,tdc
CNC(=N)NC(=O)Nc1c(C)cccc1C,3.0780000000000003,tdc
CNC(=O)C(C)SCCSP(=O)(OC)OC,3.652,tdc
CNC(=O)C(Cl)=C(C)OP(=O)(OC)OC,3.892,tdc
CNC(=O)C(SP(=S)(OC)OC)C(=O)NC,3.059,tdc
CNC(=O)C=C(C)OP(=O)(OC)OC,4.446000000000001,tdc
CNC(=O)c1cc(-c2ccccc2)ccc1OCCO,2.002,tdc
CNC(=O)c1ccc(Cl)c(S(=O)(=O)NC)c1,2.273,tdc
CNC(=O)CSP(=O)(OC)OC,3.852,tdc
CNC(=O)CSP(=O)(OC)SC,3.36,tdc
CNC(=O)CSP(=S)(OC)OC,3.582,tdc
CNC(=O)CSP(C)(=S)OC,4.329,tdc
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,2.55,tdc
CNC(=O)N(C)c1nnc(C(F)(F)F)s1,2.937,tdc
CNC(=O)N(C)N=O,2.6210000000000004,tdc
CNC(=O)N1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,2.171,tdc
CNC(=O)Nc1ccccc1,1.64,tdc
CNC(=O)Nc1nc2ccccc2s1,2.209,tdc
CNC(=O)Oc1cc(C)c(N(C)C)cc1C(C)C,3.572,tdc
CNC(=O)Oc1ccccc1C1CCCC1,3.069,tdc
CNC(=O)Oc1ccccc1C1OC(C)C(C)O1,3.359,tdc
CNC(=O)Oc1cccc(C(C)C)c1Cl,3.813,tdc
CNC(=O)Oc1cc(C)c(C)cc1Cl,3.853,tdc
CNC(=O)Oc1cc(C(C)C)ccc1Cl,4.035,tdc
C#CCOc1ccccc1OC(=O)NC,3.409,tdc
C=CCOc1ccccc1OC(=O)NC,3.015,tdc
CNC(=O)Oc1cccc2ccccc12,2.942,tdc
CNC(=O)Oc1cccc2sccc12,3.471,tdc
CNC(=O)Oc1cccc2c1OC(C)(C)C2O,4.12,tdc
CNC(=O)Oc1ccc(C)c2c1OC(C)(C)C2,4.292,tdc
CNC(=O)Oc1ccc(Cl)c2c1OC(C)(C)C2,3.013,tdc
CNC(=O)Oc1cccc2c1OC(C)(C)CC2,4.894,tdc
CNC(=O)Oc1cccc2c1OC(C)C2,3.683,tdc
CNC(=O)Oc1cccc2c1OCC2,3.809,tdc
CNC(=O)Oc1cccc2c1OCCO2,3.22,tdc
CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,2.165,tdc
CNC(=O)Oc1cc(C(C)C)cc(C(C)C)c1,3.071,tdc
CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.772,tdc
CNC(=O)Oc1ccc(NC(=O)OC)c(C(C)C)c1,3.994,tdc
CNC(=O)Oc1cc(C)c(S(C)=O)c(C)c1,3.759,tdc
CNC(=O)Oc1cc(C)c(C)c(C)c1,3.036,tdc
CNC(=O)Oc1ccc(C)c(C)c1,2.7910000000000004,tdc
CNC(=O)Oc1ccc(N(C)C)c(C)c1,3.841,tdc
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,4.2010000000000005,tdc
C=CCN(CC=C)c1c(C)cc(OC(=O)NC)cc1C,3.489,tdc
CNC(=O)Oc1cc(C)c(NC(=O)O)c(C)c1,3.526,tdc
CNC(=O)Oc1cc(C(C)C)c(OC(=O)NC)cc1C,3.67,tdc
CNC(=O)Oc1cc(C)c(SC)c(C)c1,4.353,tdc
CNC(=O)Oc1ccc(SC)c(C)c1,3.626,tdc
CNC(=O)Oc1cc(C)cc(C)c1,2.519,tdc
CNC(=O)Oc1cccc(C)c1,2.79,tdc
C#CCOc1cccc(OC(=O)NC)c1,3.136,tdc
CNC(=O)Oc1ccc(C)c(N(C)C)c1,3.656,tdc
CNC(=O)Oc1ccc(C)c(C)c1C,2.784,tdc
C=CCN(CC=C)c1ccc(OC(=O)NC)cc1,3.4530000000000003,tdc
CNC(=O)Oc1ccc(CC#N)cc1,2.571,tdc
CNC(=O)Oc1ccc(CCC#N)cc1,2.518,tdc
CNC(=O)Oc1ccc(N=CN(C)C)c(C)c1,4.513999999999999,tdc
CNC(=O)Oc1cccc(C(C)C)c1,4.082,tdc
CNC(=O)Oc1ccccc1,2.447,tdc
CNC(=O)Oc1ccccc1C(C)C,3.036,tdc
C=CC(COC)c1ccccc1OC(=O)NC,3.372,tdc
CNC(=O)Oc1ccccc1C1OCCO1,3.951,tdc
CNC(=O)Oc1ccccc1C1SCCS1,3.4530000000000003,tdc
CNC(=O)Oc1ccccc1CCCSC,3.037,tdc
CNC(=O)Oc1ccccc1Cl,2.457,tdc
C#CCN(C)c1ccccc1OC(=O)NC,3.5610000000000004,tdc
CNC(=O)Oc1ccccc1OC(C)C,3.4760000000000004,tdc
CNC(=O)Oc1cccc2c1OC(C)(C)C2,4.646,tdc
CNC(=O)Oc1cccc2c1OC(C)(C)O2,3.747,tdc
CNC(=O)Oc1cccc2ccoc12,4.281000000000001,tdc
CNC(=O)Oc1cccc2c1OCCC2,4.015,tdc
CNC(=O)Oc1cccc2ccc(C)nc12,3.256,tdc
CNC(=O)OCc1ccc(Cl)c(Cl)c1,2.0980000000000003,tdc
CNC(=O)OCc1cccc(COC(=O)NC)n1,2.314,tdc
CNC(=O)ON=C(C)C(C)(C)[N+](=O)[O-],4.194,tdc
CNC(=O)ON=C(C)C(C)S(C)(=O)=O,2.6860000000000004,tdc
CNC(=O)ON=C(C)SC,3.98,tdc
CNC(=O)ON=C(CSC)C(C)(C)C,4.41,tdc
CNC(=O)ON=C(SC)C(=O)N(C)C,4.9430000000000005,tdc
CNC(=O)ON=C1CCCCC1(C)[N+](=O)[O-],3.688,tdc
CNC(=O)ON=CC(C)(C)S(C)(=O)=O,3.949,tdc
CNC(=O)ON=CC(C)(C)S(C)=O,4.992,tdc
CNC(=O)ON=CC(C)(C)SC,5.466,tdc
C=C(C)C=NOC(=O)NC,2.977,tdc
CNC(=O)ON=CC1(C)SCC(C)S1,5.37,tdc
CNC(=S)N(C)C,2.573,tdc
CNC(=S)NCCSCc1nc[nH]c1C,2.214,tdc
C=CC(C)NC(=S)NNC(=S)NC,2.339,tdc
CNC(C)=O,1.165,tdc
CNC(C)C(O)c1ccccc1,2.399,tdc
CNC(C)CC1CCCCC1,3.272,tdc
CNC(N)=S,3.256,tdc
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,1.875,tdc
CNC=O,1.169,tdc
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,1.579,tdc
CNc1c(Cl)cc(C(=O)NC2CC2)cc1Cl,2.995,tdc
CNc1cccc2ccccc12,2.047,tdc
CNc1nc(Cl)nc(NC(C)C)n1,2.43,tdc
CNc1nc(NC(C)C)nc(OC)n1,1.915,tdc
CNc1nc(NC(C)C)nc(SC)n1,2.186,tdc
CNc1nc2cc(Cl)ccc2o1,2.262,tdc
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,2.756,tdc
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,1.81,tdc
CNC1CCCCC1,2.452,tdc
CNCC(O)c1cccc(O)c1,2.679,tdc
CNCC12CCC(c3ccccc31)c1ccccc12,2.619,tdc
CNCC1CCCCC1,1.955,tdc
CNCCC=C1c2ccccc2CCc2ccccc21,2.72,tdc
CNCCC=C1c2ccccc2CCc2sccc21,2.7310000000000003,tdc
CNCCc1ccccn1,1.348,tdc
CNCCCC12CCC(c3ccccc31)c1ccccc12,2.562,tdc
CNCCCC1c2ccccc2C=Cc2ccccc21,3.04,tdc
CNCCO,1.506,tdc
CNN,3.158,tdc
CNNC,2.779,tdc
CNP(=O)(NC)Oc1ccccc1,3.155,tdc
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,2.802,tdc
CNP(O)(=S)OC(C)C,2.325,tdc
CNS(=O)(=O)c1cc(Cl)c(Cl)cc1Cl,1.731,tdc
CO,0.755,tdc
CO[Si](C)(OC)OC,1.037,tdc
CO[Si](CCC1CCC2OC2C1)(OC)OC,1.3019999999999998,tdc
CO[Si](CCCOCC1CO1)(OC)OC,1.012,tdc
CO[Si](CCCS)(OC)OC,1.825,tdc
CO[Si](CCS)(OC)OC,1.87,tdc
C=C[Si](OC)(OC)OC,1.118,tdc
CO[SiH](OC)OC,1.117,tdc
COC(=O)C(C(C)=O)C(C)=O,1.969,tdc
C=C(C)C(=O)OC,1.104,tdc
COC(=O)C(C)C,0.805,tdc
COC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,2.447,tdc
COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,2.506,tdc
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,2.782,tdc
COC(=O)C(Cl)Cc1ccc(Cl)cc1,2.337,tdc
C=CC(=O)OC,2.492,tdc
COC(=O)C=C(C)OP(=O)(OC)OC,4.873,tdc
COC(=O)C=CC(=O)OC,2.01,tdc
COC(=O)C=Cc1ccccc1,1.793,tdc
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,3.176,tdc
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],2.53,tdc
COC(=O)c1ccccc1C(=O)OC,1.456,tdc
COC(=O)C1=C(C(=O)OC)CCCC1,2.452,tdc
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,2.044,tdc
COC(=O)c1c(Cl)c(Cl)c(C(=O)SC)c(Cl)c1Cl,2.023,tdc
COC(=O)c1ccccc1N,1.716,tdc
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,2.393,tdc
COC(=O)c1ccccc1O,2.234,tdc
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],1.7280000000000002,tdc
COC(=O)c1ccc(C)cc1,1.658,tdc
COC(=O)c1ccccc1,2.063,tdc
COC(=O)C12Oc3ccc(-c4ccc5c(c4O)C(=O)C4=C(O)CC(C)C(O)C4(C(=O)OC)O5)c(O)c3C(=O)C1=C(O)CC(C)C2O,4.463,tdc
COC(=O)C1C2C=CC(C2)C1C(=O)OC,2.323,tdc
COC(=O)CC(C)=O,1.556,tdc
COC(=O)C=C(CC(=O)OC)OP(=O)(OC)OC,3.959,tdc
COC(=O)CC(SP(=O)(OC)OC)C(=O)OC,3.444,tdc
COC(=O)CC(SP(=S)(OC)OC)C(=O)OC,2.472,tdc
COC(=O)Cc1ccccc1,1.77,tdc
COC(=O)CCC(Br)C(C)=O,2.57,tdc
C=COC(=O)CCCCC(=O)OC,1.4780000000000002,tdc
CC=CCCCCCCCC(=O)OC,1.82,tdc
COC(=O)CF,4.42,tdc
C=COCCOCCOCC(=O)OC,1.257,tdc
COC(=O)N(C)C(=O)CSP(C)(=S)OC,3.678,tdc
COC(=O)N(CCCl)N=O,3.921,tdc
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1.712,tdc
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,1.876,tdc
COC(=O)Nc1ccc(Cl)c(Cl)c1,2.625,tdc
COC(=O)Nc1nc2ccccc2n1C(=O)NCCCCCC#N,2.12,tdc
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,2.617,tdc
COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,2.088,tdc
COC(=O)Nc1nc2ccccc2[nH]1,1.475,tdc
COC(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],2.489,tdc
COC(=O)NS(=O)(=O)c1ccc(N)cc1,2.061,tdc
COC(=S)SSC(=S)OC,2.951,tdc
COC(=S)SSC(Cl)(Cl)Cl,2.2230000000000003,tdc
COC(C)(C)C,1.3430000000000002,tdc
C=C(C)OC,1.586,tdc
CC=C(C)C(=O)OC1CCN2CC=C(COC(=O)C(O)(C(C)OC)C(C)(C)O)C12,3.573,tdc
COC(C)C=O,1.972,tdc
COC(C)CC(CC(OC)OC)OC,1.703,tdc
COC(C)CC(=O)O,1.591,tdc
COC(C)CC(OC)OC,2.001,tdc
COC(C)CC=O,2.277,tdc
COC(C)CCOC(C)=O,1.541,tdc
COC(C)COC(C)COC(C)CO,1.796,tdc
COC(C)OC,1.142,tdc
COC(C1=NCCCN1)c1ccc2ccccc2c1,2.767,tdc
COC(Cc1ccccc1)OC,1.6769999999999998,tdc
COC(=O)Cl,3.197,tdc
COC(CN1CCN(CCC(O)c2ccccc2)CC1)c1ccccc1,2.7430000000000003,tdc
COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,4.071000000000001,tdc
COC(F)(F)C(Cl)Cl,1.661,tdc
COC(F)=C(C(F)(F)F)C(F)(F)F,2.297,tdc
COC(N)=O,1.4780000000000002,tdc
COC(OC)C(C)c1ccccc1,1.989,tdc
COC(OC)c1ccccc1,2.096,tdc
C=CC=COC,1.594,tdc
COc1c(Cl)cc(Cl)c(Cl)c1C(=O)O,2.93,tdc
COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],2.898,tdc
COc1ccccc1[N+](=O)[O-],2.316,tdc
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,2.872,tdc
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,2.959,tdc
COc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,3.049,tdc
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,2.19,tdc
COc1c(O)cc(Cl)c(Cl)c1Cl,1.883,tdc
COc1ccc(N)cc1Cl,2.457,tdc
COc1c(Cl)ccc(Cl)c1C(=O)O,2.3280000000000003,tdc
COc1ccc2c(=O)c(C)c(C)oc2c1CN1CCOCC1,3.838,tdc
COc1ccc([N+](=O)[O-])cc1N,1.874,tdc
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,2.01,tdc
COc1cc(C=O)ccc1O,1.984,tdc
C=CCc1ccc(O)c(OC)c1,1.93,tdc
COc1ccccc1O,2.234,tdc
CC=Cc1ccc(OC(C)=O)c(OC)c1,1.777,tdc
C=CCc1ccc(OC(C)=O)c(OC)c1,2.092,tdc
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,3.196,tdc
COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,3.432,tdc
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,4.796,tdc
COc1c2occc2cc2ccc(=O)oc12,2.437,tdc
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,3.5780000000000003,tdc
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,2.846,tdc
COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,3.099,tdc
COc1ccc(N)c(S(=O)(=O)O)c1,1.308,tdc
COc1ccc(O)c(C(C)(C)C)c1,1.955,tdc
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,2.518,tdc
COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,3.374,tdc
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,2.194,tdc
COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,2.147,tdc
COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC,2.647,tdc
COc1cc(-c2ccc(N)c(OC)c2)ccc1N,2.105,tdc
COc1cc(C#N)ccc1OP(=S)(OC)OC,2.004,tdc
COc1cc(C)nc(-n2nc(C)cc2OC)n1,2.721,tdc
CC=Cc1ccc(O)c(OC)c1,2.022,tdc
CC=Cc1ccc(OCc2ccccc2)c(OC)c1,1.715,tdc
C=CCc1ccc(OC=O)c(OC)c1,1.7519999999999998,tdc
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,3.162,tdc
COc1cc(CCC(C)=O)ccc1O,1.877,tdc
COc1cc(Cl)c(OC)cc1Cl,1.275,tdc
COc1cc(O)c2c(O)c3c(c4c2c1C1(C4)C(C)=CCCC1(C)C)C(O)C1(O)CC(O)=C(C(N)=O)C(=O)C1(O)C3=O,3.666,tdc
COc1ccc(C)cc1,1.804,tdc
COc1ccc(C)cc1N,1.976,tdc
COc1ccc(C(C)=O)cc1,1.941,tdc
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,1.84,tdc
COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,1.756,tdc
COc1ccc(-c2cc(N)c3c(c2O)C(=O)c2c(N)ccc(O)c2C3=O)cc1,1.771,tdc
COc1ccc([N+](=O)[O-])cc1,1.77,tdc
COc1ccc(N=NN(C)C)cc1,2.713,tdc
COc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1,2.7880000000000003,tdc
COc1ccc(C(C)=O)cc1C,2.039,tdc
COc1ccc([N+](=O)[O-])cc1Cl,2.201,tdc
CC=Cc1ccc(OC)cc1,1.851,tdc
COc1ccc(C=O)cc1,1.955,tdc
COc1ccc(C=O)cc1OC,1.92,tdc
COc1ccc(CC(C)=O)cc1,1.693,tdc
COc1ccc(CC(=O)O)cc1,2.03,tdc
C=CCc1ccc(OC)c(OC)c1,2.1790000000000003,tdc
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,3.019,tdc
COc1ccc(CC2NCC(O)C2OC(C)=O)cc1,3.5660000000000003,tdc
COc1ccc(CCNCC(O)c2ccc(O)cc2)cc1OC,1.53,tdc
COc1ccc(CO)cc1,2.061,tdc
COc1ccc(N)c([N+](=O)[O-])c1,1.0759999999999998,tdc
COc1ccc(N)c(OC)c1,2.519,tdc
COc1ccc(N)cc1,1.944,tdc
COc1ccc(N)cc1N,2.478,tdc
COc1ccc(NC(=O)N(C)C)cc1Cl,2.155,tdc
COc1ccc(Nc2ccc(OC)cc2)cc1,1.968,tdc
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,2.01,tdc
COc1ccc(O)cc1,1.89,tdc
COc1ccc(OC(=O)C=C(C)OP(=O)(OC)OC)cc1,3.4960000000000004,tdc
COc1ccc(OC)cc1,1.584,tdc
COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,2.457,tdc
COc1ccc(SP(=S)(CCl)OC(C)C)cc1,3.459,tdc
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,3.908,tdc
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,2.435,tdc
COc1ccc2ccc(=O)oc2c1CC=C(C)C,1.925,tdc
COc1ccc2c3c1OC1C(OC(=O)c4cccnc4)C=CC4C(C2)N(C)CCC341,2.6830000000000003,tdc
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.235,tdc
COc1ccc2oc(N)nc2c1,2.215,tdc
COc1cccc(O)c1,2.318,tdc
COc1ccccc1,1.466,tdc
COc1ccccc1C=O,1.736,tdc
COc1ccccc1-c1ccccc1,1.709,tdc
COc1ccccc1N,1.789,tdc
COc1ccccc1OC,2.191,tdc
COc1ccccc1OCC(O)CO,2.1180000000000003,tdc
COc1ccccc1OCC(O)COC(N)=O,2.262,tdc
COc1ccccc1OCC1CNC(=O)O1,1.767,tdc
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,5.17,tdc
COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,2.937,tdc
COc1cc2c3c(c4ccc(OC)c(OC)c4c2cc1OC)CN1CCCC1C3,3.782,tdc
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,3.818,tdc
COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)CC(C(C)C)O4,2.2,tdc
COc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,2.497,tdc
COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,2.634,tdc
COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.8080000000000003,tdc
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,1.669,tdc
COc1coc(CSP(=O)(OC)OC)cc1=O,4.086,tdc
COc1nc(NC(C)C)nc(NC(C)C)n1,2.651,tdc
COc1nn(CSP(=S)(OC)OC)c(=O)s1,4.178999999999999,tdc
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C,3.71,tdc
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,4.047,tdc
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)C1OC,2.803,tdc
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,3.161,tdc
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,2.6210000000000004,tdc
COCC(=O)N(C)C(=O)Oc1ccccc1OC(C)C,3.604,tdc
COCC(=O)Nc1cc(Sc2ccccc2)ccc1N=C(NC(=O)OC)NC(=O)OC,1.624,tdc
COCC(C)O,1.202,tdc
COCC(O)Cn1ccnc1[N+](=O)[O-],1.975,tdc
COCC=O,1.5019999999999998,tdc
COCc1ccccc1,1.096,tdc
COCC1CS1,1.6869999999999998,tdc
COCCC#N,1.287,tdc
COCCC(C)OC,1.501,tdc
COCCc1ccccc1,1.521,tdc
COCCCNc1nc(NC(C)C)nc(SC)n1,1.735,tdc
COCCCNc1nc(NCCCOC)nc(SC)n1,2.333,tdc
COCCCO,1.198,tdc
COCCN(C(=O)CCl)c1c(C)cccc1C,2.204,tdc
COCCNC(=O)CSP(=S)(OC)OC,2.813,tdc
COCCO,1.49,tdc
COCCOC(=O)C=CC(=O)OCCOC,1.842,tdc
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,2.184,tdc
COCCOC(=O)N(CO)CO,1.212,tdc
COCCOC(C)=O,1.5419999999999998,tdc
COCCOC(C)OCCOC,1.7380000000000002,tdc
COCCOC(N)=O,1.035,tdc
C=COCCOC,1.418,tdc
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,2.455,tdc
COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,1.999,tdc
COCCOCCO,1.339,tdc
COCCOCCOC(C)=O,1.132,tdc
COCCOCCOCCO,1.162,tdc
COCCOCCOCCOC(C)=O,1.273,tdc
COCCOCCOCCOCCOC,1.636,tdc
COCCSCCO,1.02,tdc
COCNC(=O)CSP(=S)(OC)OC,2.636,tdc
COCOCCO,1.213,tdc
CO[N+](=O)[O-],2.35,tdc
CON(C(=O)CSP(=S)(OC)OC)C(C)C,3.043,tdc
CON(C)C(=O)C=C(C)OP(=O)(OC)OC,5.102,tdc
CON(C)C(=O)CC(SP(=S)(OC)OC)C(=O)N(C)OC,4.4110000000000005,tdc
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,2.135,tdc
CON(C)C(=O)Nc1ccc(Br)cc1,2.112,tdc
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.337,tdc
CON(C)C(=O)Nc1ccc(Cl)cc1,2.076,tdc
COP(=O)(CCC(=O)NCO)OC,1.211,tdc
COP(=O)(CSSCP(=O)(OC)OC)OC,3.6,tdc
COP(=O)(NC(C)=O)SC,2.418,tdc
COP(=O)(Oc1ccccc1)OC(Br)C(Cl)(Cl)Br,2.947,tdc
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,3.013,tdc
COP(=O)(OC)C(OC(C)=O)=C(Cl)Cl,2.943,tdc
COP(=O)(N=C1SCC(C)S1)OC,3.838,tdc
COP(=O)(OC)N1CCOCC1,1.519,tdc
COP(=O)(OC)OC,2.222,tdc
C=C(OP(=O)(OC)OC)P(=O)(OC)OC,2.957,tdc
COP(=O)(OC)OC(=CBr)c1ccc(Cl)cc1Cl,3.2230000000000003,tdc
COP(=O)(OC)OC(=CCl)c1cc(Cl)ccc1Cl,1.942,tdc
COP(=O)(OC)OC(Br)C(Br)(Br)Br,3.407,tdc
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,3.1830000000000003,tdc
COP(=O)(OC)OC(C)=CC(=O)N(C)C,4.261,tdc
COP(=O)(OC)OC(C)=CC(=O)OC(C)c1ccccc1,3.913,tdc
COP(=O)(OC)OC(C)=CC(=O)Oc1ccc(C)cc1,3.232,tdc
COP(=O)(OC)OC(C)=CC(=O)OCc1ccc(Cl)cc1,3.382,tdc
COP(=O)(OC)OC(C)=CC(=O)OCc1ccccc1,3.729,tdc
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,2.882,tdc
COP(=O)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,3.532,tdc
COP(=O)(OC)OC(Cl)C(Cl)(Br)Br,3.89,tdc
COP(=O)(OC)OC(Cl)C(Cl)(Cl)Cl,4.319,tdc
COP(=O)(OC)OC=C(Br)Br,3.088,tdc
COP(=O)(OC)OC=C(Cl)Cl,3.946,tdc
COP(=O)(OC)OC1=C(Cl)C2C=CCC12,3.417,tdc
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,4.037,tdc
COP(=O)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,3.992,tdc
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,4.45,tdc
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,4.878,tdc
COP(=O)(OC)Oc1ccc(Cl)cc1Cl,2.734,tdc
COP(=O)(OC)Oc1ccc(SC)cc1,4.55,tdc
COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,2.547,tdc
COP(=O)(OC)OCc1ccccc1,5.084,tdc
COP(=O)(OC)ON1C(=O)c2cccc3cccc(c23)C1=O,3.662,tdc
COP(=O)(OC)OP(=O)(OC)OC,5.138999999999999,tdc
COP(=O)(OC)SC,4.017,tdc
