index,smiles
49095,O=c1cc(-c2ccccc2)oc2cc(OCc3ccccc3)cc(O)c12
49096,C=CCn1c(=S)[nH]c2cc(-c3ccccc3)sc2c1=O
49097,CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(NC(=O)c2ccc(NC(C)=O)cc2)c1
49098,COC(=O)C1=C(c2ccc(F)cc2OCc2ccccc2)C[C@@H]2CC[C@H]1N2C(=O)NCc1ccccc1C(F)(F)F
49099,COc1ccc(CN(C)C(=O)c2ccc(NC(=O)CC3SC(N4CCCC4)=NC3=O)cc2)c(OC)c1
49100,CN(C(=O)CSc1nnc(COc2ccccc2F)n1N)C1CCCCC1
49101,COc1ccc(C2NC(=O)N(CCCC(=O)O)C(C)=C2C(=O)OCc2ccccc2)cc1
49102,CC(=O)N/C(=N/c1nc(C)cc(C)n1)Nc1cc(C)cc(C)c1
49103,CC(C)CCNC(=O)C1CCN(C(=O)N(C)C)CC1
49104,Cc1cc(/C=C2/NC(=O)N(c3ccccc3)C2=O)c(C)n1C(C)C
49105,COC(=O)c1ccc(CSc2nccn2C)cc1
49106,O=C1N=C(N2CCOCC2)S/C1=C\c1ccncc1
49107,Cc1cccc(/C(N)=N/OC(=O)c2cccc3ccccc23)c1
49108,CC(C)(C)C(=O)Nc1cc(NC(=O)C(C)(C)C)cc(C(=O)Nc2cc(C(=O)O)cc(C(=O)O)c2)c1
49109,Cc1cccc(OCc2n[nH]c(=S)n2Cc2ccccc2)c1
49110,Cn1c(C(=O)OCC(=O)NCC2CCCO2)cc2sccc21
49111,O=C(Cc1ccccc1)Nc1nnc(-c2ccco2)s1
49112,COc1ccc(NC(=O)CSc2ccccn2)c([N+](=O)[O-])c1
49113,CCn1c(/C=C/c2ccccc2Cl)nc2ccccc2c1=O
49114,Cc1ccc(-c2cc(C(=O)Nc3cc(C)on3)no2)cc1
49115,C=C1CCC(N(O)c2cc(C)on2)C(=C)CCC2C1CC2(C)C
49116,OCc1cn(-c2ccc(Cl)cc2)nn1
49117,CN(c1ccc(C(=O)NCCSCc2c(F)cccc2Cl)cc1)S(C)(=O)=O
49118,Cc1ccc(-n2c(=O)c3c4c(sc3n(Cc3cc(=O)n5ccccc5n3)c2=O)CCC4)cc1C
49119,COc1ccc(C(=O)Nc2ccc(N3CCN(C(C)=O)CC3)cc2)cc1[N+](=O)[O-]
49120,CCN1C(=NCCOC)N[C@@H](CCc2ccccc2)[C@H](C(=O)OC)[C@H]1C
49121,Cc1ccc(-n2c(C)nc3c(cnn3-c3ccccc3Cl)c2=O)cc1C
49122,COC(=O)c1ccc(S(=O)(=O)NCCSc2nnc3c4ccccc4n(C)c3n2)cc1
49123,O=C(NCCc1cccc(Cl)c1)c1cccs1
49124,CCC(=O)N1C(=O)CCN(C(C)=O)c2ccccc21
49125,COC(=O)c1cnn(-c2ccccc2)c1-n1cccc1C=O
49126,COC(=O)c1cc(Cl)c(NC(=O)/C=C/c2ccc(OC)c(OC)c2)cc1OC
49127,CCSc1nc2cc(OC)c(OC)cc2c(=O)n1CCc1ccccc1
49128,CCCN1C(=O)c2cc(C(=O)NCCc3cccc(C)c3)ccc2C1O
49129,COc1cccc(C(=O)NCCS(=O)(=O)NCc2cccnc2)c1
49130,CC(O)c1ccc2c(c1)OCCOCCN(C)CCOCCO2
49131,COc1nc2ccc(C)cc2cc1-c1noc(-c2ccccc2)n1
49132,COc1cccc(C(=O)N/N=C(/c2ccccc2)c2ccccn2)c1
49133,CC1=C(C#N)C(C)C2=C(CC(C)(C)CC2=O)N1
49134,COc1ccc(S(=O)(=O)N(C)CC(=O)NC2CCCCC2)cc1Cl
49135,C/C(Cl)=C\Cn1c(O)c(N=O)c2ccccc21
49136,CCOc1ccc(S(=O)(=O)N2CCC(C(=O)NCc3cccnc3)CC2)cc1Cl
49137,COC(=O)c1cccc(NC(=O)CN2CCOCC2)c1
49138,O=C(CN1C2CCCC1CC(NC(=O)c1ccccc1)C2)Nc1ccccc1
49139,Cc1sc(-n2c(C)cc(C=C3C(=O)NC(=O)NC3=O)c2C)c(C#N)c1C
49140,NC(=O)c1ccccc1NC(=O)NC1CCCCC1
49141,Cc1cc(NC(=O)CSc2nc3cc(Cl)ccc3c(=O)n2Cc2ccco2)no1
49142,O=C(CN1C(=O)C2C3C=CC(C3)C2C1=O)NCCc1ccccc1Cl
49143,NC(N)=NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccc(Br)cc2)cc1
49144,CCN(CC(=O)NCc1ccc(F)cc1)Cc1nc2ccccc2c(=O)[nH]1
49145,CC1=NCC(C)c2c1[nH]c1ccccc21
49146,CC(=O)C1=NOC2C(=O)N(c3ccc(Cl)cc3)C(=O)C12
49147,O=C(CNC(=O)c1ccccc1)NCC1COc2ccccc2O1
49148,COc1ccnc(N2CCN(c3ccc(Cl)cc3)CC2)c1C#N
49149,O=C(COc1ccc2c3c(c(=O)oc2c1)CCCC3)NCc1ccccn1
49150,CCOc1cc(CNCCSc2nnnn2C)cc(Br)c1OCc1ccccc1
49151,COC(=O)CCCCC1SCC2NC(=O)NC21O
49152,Cc1[nH]nc(Nc2ccc(C(C)C)cc2)c1[N+](=O)[O-]
49153,CC(=O)Nc1nc(N)n(-c2ccccc2)n1
49154,COc1cc2ncnc(NCc3cc(F)ccc3F)c2cc1OC
49155,O=C(COc1ccc(Br)cc1)Nc1ccc(-c2nnc(-c3ccco3)o2)cc1
49156,CCCSC1=C(C#N)C(c2cccs2)CC(=O)N1
49157,CC1CCCN(C2(O)C(=O)Nc3ccc(Br)cc32)C1
49158,COc1ccc(CNC(=O)Cn2nc([N+](=O)[O-])cc2C)cc1
49159,O=C(CSc1nnc(SCc2ccc(Cl)cc2)s1)N/N=C/c1ccccc1Cl
49160,O=C1C=C(Nc2ccc(F)cc2)c2ccccc2C1=O
49161,CCCCn1c(=N)n(CC(O)COc2cccc(C)c2)c2ccccc21
49162,O=P(OC1CCCCC1)(OC1CCCCC1)C(O)c1ccc(Cl)cc1Cl
49163,CCS(=O)(=O)Nc1ccc(C2=NN(C(C)=O)C(c3cccs3)C2)cc1
49164,CCOC(=O)C1CCN(C(=O)N(CC)CC)CC1
49165,CN(C)S(=O)(=O)c1cc(NC(=O)COC(=O)/C=C/c2ccco2)ccc1Cl
49166,Cc1cc(C)n(CCN(C)C(=O)CCc2nnc(CCC3CCCCC3)o2)n1
49167,Cc1c(C(=O)NC2CCCCC2)sc2ncnc(N3CCN(c4ccccc4)CC3)c12
49168,CCSc1ccc2nnc(-c3ccc(F)cc3)n2n1
49169,c1ccc(Oc2nc(Oc3ccccc3)nc(N3CCOCC3)n2)cc1
49170,Cn1c(CN2CCCCC2)nc2cc(NC(=O)c3cccc(Br)c3)ccc21
49171,Cc1ccccc1NC(=S)NC(NC(=O)CF)C(Cl)(Cl)Cl
49172,CC(=O)c1ccc(NC2OC(C)C(O)C(O)C2O)cc1
49173,CCC(Sc1nc2sc(C(=O)OC)c(C)c2c(=O)n1N)C(=O)NCC1CCCO1
49174,CC(C)Oc1ccc(N2CC(C(=O)OCC(=O)NCc3ccccc3)CC2=O)cc1
49175,OCC1CCN(Cc2nc(Cc3ccccc3Cl)no2)CC1
49176,CC(C)NS(=O)(=O)c1ccc(NC(=O)CCc2ccccc2)cc1
49177,CCOC(CNC(=O)Cn1nc(Cc2ccncc2)c2ccccc2c1=O)OCC
49178,CC(C)CCn1c(=S)[nH]c2ncccc2c1=O
49179,CC/C(Cc1ccccc1)=N\NC(=O)c1cc(C)oc1C
49180,Cc1cccc(C)c1Nc1nnc(SCC(=O)NC2CCS(=O)(=O)C2)s1
49181,Cc1ccc(Cl)cc1NC(=O)c1ccc(NC(=O)CCC(=O)O)cc1
49182,COC(=O)C[N+](C)(C)CC#Cc1ccccc1
49183,O=C(Nc1cccc(Cl)c1)Nc1ccc2nccnc2c1
49184,CN1CCc2nc(SCC(=O)Nc3cccc(F)c3)c(C#N)c(-c3cccs3)c2C1
49185,CCCOc1ccc(CC(CC(=O)O)(C(=O)O)C(=O)O)cc1
49186,CC(C)Oc1ccc(N2CC(C(=O)Nc3ccc(N4CCOCC4)cc3)CC2=O)cc1
49187,CC(=O)N1CCC(=NNS(=O)(=O)c2ccc(C)c([N+](=O)[O-])c2)CC1
49188,O=C(O)CCCCCCCCc1cn(Cc2ccc(C(=O)c3ccccc3)cc2)nn1
49189,Cc1ccc(OCCC(=O)OCC(=O)NNC(=O)c2ccccc2)cc1
49190,O=C(Nc1cccc(-c2cn3ccccc3n2)c1)c1cccs1
49191,Cc1cccc2cc(C(c3nnnn3C3CCCC3)N3CCOCC3)c(=O)[nH]c12
49192,CC(=O)C1C(c2ccc(F)cc2)NC(=O)NC1(O)C(F)(F)F
49193,COc1ccc(C2C(C(=O)NCc3ccccn3)c3cc(OC)c(OC)cc3C(=O)N2C)cc1
49194,Cc1ccc(C2N(c3cccc(Cl)c3)C(=O)N3CCCN23)cc1
49195,CCOc1ccccc1NC(=O)C(OC(=O)c1ccccc1)c1ccccc1
49196,CC(C(=O)N1CCc2ccccc21)N1CCN(Cc2ccc(Cl)cc2)CC1
49197,CCOc1ccc(-c2nnc(SCC(=O)N3CCCC3)o2)cc1
49198,CC(C)c1nc(SCC(=O)Nc2nccs2)c2ccccc2n1
49199,CCCCOc1ccc(C(=O)N(Cc2ccccc2)C2CCS(=O)(=O)C2)cc1
49200,O=C(CCn1c2c(c3ccccc31)CCCC2)NNC(=O)c1ccc(Cl)c([N+](=O)[O-])c1
49201,Cc1nc(Nc2ccccc2)c2oc3ccc(Cl)cc3c2n1
49202,O=C(CCCC(=O)N(CC(=O)NC1CCCC1)Cc1ccc2c(c1)OCO2)Nc1ccccn1
49203,COc1cc([N+](=O)[O-])ccc1NC(=O)CSc1nccn1C
49204,Cc1ccc(C2CC(c3ccc(Br)cc3)=NN2C(=O)CSC2=NN3CCCC(=O)N=C3S2)cc1
49205,Cc1ccc(Cn2c(C3CCCN3c3nc(C)cs3)nc3cc(C(F)(F)F)ccc32)cc1
49206,CC1=NN(Cc2ccccc2)C(=O)C1C(c1ccncc1)C(C#N)C#N
49207,CCOc1ccc(C(=O)N/N=C(/C)C2C(=O)c3ccccc3C2=O)cc1
49208,COc1ccccc1N1CCN(C(=O)CCCCn2c(=O)[nH]c3ccsc3c2=O)CC1
49209,Cc1cc(C)c(NC(=O)CSc2ccc(-c3ccccn3)nn2)c(C)c1
49210,O=C(c1ccc(Br)o1)N(c1ccc(Br)cc1)C1C=CS(=O)(=O)C1
49211,CC1CCN(c2oc(-c3cccc4ccccc34)nc2C#N)CC1
49212,CCOC(=O)NC1(C(F)(F)F)N=C(c2ccccc2)NC1=O
49213,COc1ccc(S(=O)(=O)N2CCc3cc(OC)c(OC)cc3C2)cc1
49214,O=C(NC(=S)Nc1cccc2c(O)cccc12)c1ccccc1[N+](=O)[O-]
49215,Cc1ccc(S(=O)(=O)N2C(=O)c3cccc4cccc2c34)cc1
49216,Cc1ccc2oc(C(=O)N3CCN(C)C[C@@H]3C(C)C)c(C)c2c1
49217,CCn1c(SCC(=O)NCc2ccco2)nc2cccnc21
49218,Cc1cc(-c2csc(NC(=O)c3cccc(S(=O)(=O)N(C)C)c3)n2)c(C)n1-c1ccccc1
49219,O=C(NCc1cccnc1)c1ccc(-c2cccc(Cl)c2Cl)o1
49220,COc1ccc(N2CCN(CC(=O)Nc3nc4c(s3)CC(C)CC4)CC2)cc1
49221,COc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CCCC4)CC2)c([N+](=O)[O-])c1
49222,Cc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCC(C(=O)NCC4CCCO4)CC3)CC2)cc1
49223,O=C(CSc1nc(=O)n2ccccc2n1)N1N=C(c2cccs2)CC1c1ccc(F)cc1
49224,COc1ccc(C2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(c4ccccc4C(=O)N4CCC[C@@H]4C(=O)O)C(=O)N23)cc1
49225,N#Cc1cc([N+](=O)[O-])ccc1Oc1ccc(-c2nnco2)cc1
49226,COC(=O)c1ccc(NC(=O)C2CCCO2)cc1
49227,CC1CCCN(C(=O)CNC(=O)c2ccco2)C1
49228,CCOc1cc(C2NN=C(c3ccc(C)cc3)S2)ccc1O
49229,CCOC(=O)NN1C(=O)c2ccccc2NC1c1ccc(OC)c(OC)c1
49230,O=C(CCc1ccc(F)c(F)c1)NC1CCCN(Cc2ccc(Cl)cc2)C1
49231,O=C(NN1CC(C(=O)OCc2ccc(Br)cc2)CC1=O)c1ccccc1
49232,Cc1cccc(OCCC(=O)Nc2ccc(Cl)cc2F)c1
49233,Cc1cccc(C)c1N1C(=O)c2ccccc2C1=O
49234,CCS(=O)(=O)c1ccc(C(=O)Nc2ccccc2OC)c(Cl)c1Cl
49235,O=C(NCc1nc(-c2ccc(C(F)(F)F)cc2)no1)c1cccs1
49236,Cn1sccc1=O
49237,CCC(CC)c1nn2c(N)c(/C=C3\C=Nc4ccccc43)c(=O)nc2s1
49238,O=C(NNc1cccc(Cl)n1)Nc1ccccc1Cl
49239,CCCC(=O)N1CCN(c2ccc(NC(=O)c3sc4ccccc4c3Cl)cc2)CC1
49240,Cc1cc(C)c(S(=O)(=O)N2CCCOC2CNC(=O)C(=O)NCCCn2ccnc2)c(C)c1
49241,COc1ccc(OC)c(NC(=O)Cc2csc(NC(=O)Nc3ccccc3OC)n2)c1
49242,COc1ccc(-c2cn(Cc3ccc([N+](=O)[O-])cc3)nn2)cc1
49243,CC(/C=C(\C)Nc1ccccc1)=[NH+]c1ccccc1
49244,Cc1cccc(C)c1-n1nnnc1C1(Nc2ccccc2)CCCCC1
49245,COC(=O)c1ccccc1S(=O)(=O)N1CCC(C(=O)OC(C)C(=O)Nc2ccccc2OC)CC1
49246,C#CCOCCOCCOCCNc1nc(N2CCN(C(=O)[C@H](Cc3cc4ccccc4[nH]3)n3cc([C@@H](N)C(C)CC)nn3)CC2)nc(N2CCN(C(=O)[C@H](Cc3cc4ccccc4[nH]3)n3cc([C@@H](N)Cc4ccc(O)cc4)nn3)CC2)n1
49247,CC1CCC(NC(=O)N(CCCl)N=O)CC1
49248,O=C(CCNC(=O)c1ccc(Br)cc1)NCC(c1ccco1)N1CCCCC1
49249,C/C(=N\NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(NC(=O)c2ccco2)cc1
49250,CCN1CCN(CCC2Oc3cc([N+](=O)[O-])ccc3NC2=O)CC1
49251,CO/N=C/C(C#N)=C/c1ccc(OC)cc1
49252,C=CCNCCCCOc1ccc(C)cc1[N+](=O)[O-]
49253,CC(Sc1nnnn1C)C(=O)Nc1nc(-c2ccc(F)c(F)c2)cs1
49254,COc1ccc(/C=C/C(=O)OCCCN(C)C)cc1
49255,O=S(=O)(c1ccc(F)cc1)N1CCCCC1c1cccnc1
49256,CCCNC(=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1
49257,CCC(=O)Nc1c2c(nn1-c1ccc(F)cc1)CS(=O)C2
49258,CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)CSc1ncccn1
49259,O=C1NC(=S)N(c2ccc(F)cc2)C(=O)/C1=C/c1ccccc1O
49260,Cc1cc(C)n(NC(=S)NC(=O)C(C)C)c(=O)c1C#N
49261,Cn1c(SCC(=O)N2CCCc3ccccc32)nnc1-c1c[nH]c2ccccc12
49262,Cc1n[nH]c(C)c1S(=O)(=O)N1CCC(C(=O)O)CC1
49263,Cc1sc2nc(C3CC3)nc(N3CCN(C(=O)c4ccccc4F)CC3)c2c1C
49264,Cc1cc(C)cc(OCCCCCNCCO)c1
49265,COc1ccc(CNc2ccc3c(c2)CCC3)cc1OC
49266,O=C(C1=C[C@H](c2ccccc2)C[C@H](OCc2ccc(CO)cc2)O1)N1CCN(Cc2ccccc2)CC1
49267,CC(C)CNC(=O)c1cccc(Cn2cc(Cl)cn2)c1
49268,Cc1cc(C)n2nc(SCC(=O)N(C)C3CCCCC3)nc2n1
49269,CCC1(c2ccc(F)cc2)NC(=O)N(CC(=O)Nc2ccccc2Cl)C1=O
49270,O=C(O)CNC(=O)CCN1C(=O)c2ccccc2C1=O
49271,COc1ccc(C(=O)Nc2cc3c(cc2OC)CCCC3)cc1Br
49272,CC(=O)Nc1ccc2c(c1)C(C)(C)C(C)N2C
49273,N=c1oc2ccc(Br)cc2cc1C(=O)NC1CCCCCC1
49274,NP(=O)(OCCCc1ccccc1)Oc1ccccc1Cl
49275,CC/C(=N\NC(=O)c1ccccc1)c1c(O)n(Cc2ccccc2)c(=O)[nH]c1=O
49276,N#Cc1ccc(CN2CCN(C(=O)CCNS(=O)(=O)c3ccc(F)c(Cl)c3)CC2)cc1
49277,c1ccc(SCCOCCN2CCc3ccccc3C2)cc1
49278,CCN(CC)c1ccc(NC(=O)CN2CCN(CC(=O)Nc3ccccc3F)CC2)cc1
49279,CCOc1ccc(CC(=O)NNC(=S)NC)cc1Br
49280,COC(=O)C1=C(C)N(C)C(=O)NC1c1ccsc1
49281,O=C(/C=C/c1c(Cl)cccc1Cl)NCc1ccco1
49282,COc1ccc(NC(=S)Nc2ccccc2)cn1
49283,COc1ccc([C@@H]2[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@@H]3[C@]3(Cc4ccccc4)C(=O)N(c4cccc(F)c4)C(=O)N23)cc1
49284,Cc1[nH]c2c(C)cccc2c(=O)c1Br
49285,Cc1cccc(N2CCN(C(=O)CCCn3c(=S)[nH]c4cc5c(cc4c3=O)OCO5)CC2)c1C
49286,Cc1nnsc1C(=O)NC(C)c1ccccc1
49287,S=C1CCC(c2ccc(Br)cc2)=NN1c1ccccc1
49288,CN(c1ccccc1)S(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1
49289,O=C(CNCc1ccccc1)Nc1cccc(Cl)c1Cl
49290,Cc1ccc(C(=O)COC(=O)c2cnccn2)cc1[N+](=O)[O-]
49291,CCOC(=O)CNc1nc(Cl)nc(NC(C)(C)C)n1
49292,CN(C)CCCN1C(=O)c2cc3ccccc3cc2C1=O
49293,Cc1nc(-c2ccc(F)cc2)c(CC(=O)N2CCN(S(=O)(=O)c3cccc(Cl)c3)CC2)s1
49294,COc1cccc(CNC(=O)c2ccncc2)c1
49295,COc1ccc(S(=O)(=O)N(C)CC(=O)NCCC2=CCCCC2)cc1
49296,Cc1ccc2c(c1)-c1ncc(C(=O)c3cc(Br)ccc3O)cc1CO2
49297,Cc1ccc(NCCNc2ccc(C)cc2)cc1
49298,COc1ccc(C(=O)NCCCNC(=O)c2cccnc2)cc1OC
49299,CCN(CC)S(=O)(=O)c1cc(C(=O)Oc2ccccc2OC)ccc1OC
49300,Cc1ccccc1N1CCN(Cc2c(C#N)c3ccccc3n2C)CC1
49301,C=CCn1c(CNc2ccc(C)cc2)nnc1SCC(=O)N/N=C/c1ccc(O)cc1
49302,CCCn1c(=O)c(C(=O)NCc2ccco2)c(O)c2ccccc21
49303,CCCCCCCC(=O)N/N=C/c1ccco1
49304,CCn1c(CCC(N)=O)nnc1SCC(=O)c1cc(C)n(C2CC2)c1C
49305,CN(N)c1nc2ccccc2nc1C(F)(F)F
49306,O=C(NCc1cccnc1)NC(=O)c1ccc(Cl)cc1
49307,Cc1[nH]c2ccccc2c1NC(=O)CN1CCN(c2cccc(C(F)(F)F)c2)CC1
49308,CC[C@@]12C(=O)N(c3ccc(OC)cc3)C(=O)N1[C@H](c1ccc(Cl)cc1)[C@@H]1C(=O)N(C3CCCCC3)C(=O)[C@@H]12
49309,Cc1nnc(SCC(=O)NCc2ccccc2)[nH]c1=O
49310,Cc1ccc(CNC(=O)C(C)OC(=O)c2cccs2)cc1
49311,N#Cc1ccccc1S(=O)c1ccccc1C(=O)Nc1ccccc1
49312,COc1ccc(C(=O)N2CCN(c3ccc(NC(=O)c4cccnc4)cc3)CC2)cc1
49313,CCOC(=O)C1CCCN(Cc2cc(=O)oc3cc(OC)ccc23)C1
49314,Cc1nnc(NC(=O)c2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc2)o1
49315,COc1ccc(OCC(=O)NNC(=S)NC(=O)C2CC2)cc1
49316,CC(NC(=O)c1ccc2ccccc2n1)c1ccc(Br)cc1
49317,CCCCCNC(=O)[C@@H]1CSC2c3ccccc3C(=O)N21
49318,CCCc1c(O)nc(SCC(=O)NCc2ccco2)[nH]c1=O
49319,O=C(Nc1ccc2c(c1)OCO2)c1ccc(Br)o1
49320,Cc1ccc(CNC(=S)NC2CCC(C(C)(C)C)CC2)cc1
49321,CCOC(=O)c1sc2cc([N+](=O)[O-])cc(SCC(C)C)c2c1N
49322,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)[C@H](O)[C@@H]1C[C@@H]1C(=O)NC1CC1
49323,COC(=O)c1ccc(N2C(=O)CC(NCc3ccccc3)C2=O)cc1
49324,Cc1cc(/C=C2\C(=N)N3N=CSC3=NC2=O)c(C)n1Cc1ccccc1
49325,CCOCCCNC(=O)c1ccc2c(c1)N(CC)C(=O)c1ccccc1S2=O
49326,CCCc1cc(C(=O)NC2CCCC2)no1
49327,NS(=O)(=O)c1ccc(CCNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1
49328,CCC(=O)N1CCc2cc(Br)cc(S(=O)(=O)N3CCN(C(=O)c4ccco4)CC3)c21
49329,CC1(C)CC(=O)C2=C(C1)N(CC1CCCO1)C(=O)NC2(C(F)(F)F)C(F)(F)F
49330,CCOC(=O)N1CCN(C(=S)NC(=O)c2ccnn2C)CC1
49331,O=c1c2[nH]c3ccccc3c2ncn1C1CCCCC1
49332,O=C(c1ccc(Cl)cc1)C1CCCN(C(=O)c2csnn2)C1
49333,O=S(=O)(c1ccccc1)N(Cc1nc(-c2ccccc2)no1)C1CCCCC1
49334,CCOc1ccc(NC(=O)COC(=O)C2(C)CC2(Cl)Cl)c([N+](=O)[O-])c1
49335,O=C(Nc1cccc(C(F)(F)F)c1)c1cc2c(=O)c3ccccc3oc2nc1C(F)(F)F
49336,CCOc1ccc(NC(=O)C2CC(C)=C(C)CC2C(=O)O)cc1
49337,Cc1nn(C)cc1CN(C)C(=O)c1cc2nc(-c3ccco3)cc(C(F)(F)F)n2n1
49338,COCCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc2c(c1)OCO2
49339,COc1cc(=O)[nH]c(SC(C)C(=O)Nc2ccc3ccccc3c2)n1
49340,COc1ccc(N2CCN(S(=O)(=O)CCNC(=O)/C=C/c3ccccc3)CC2)cc1
49341,Cc1onc(-c2ccccc2Cl)c1C(=O)NCc1nnnn1-c1ccc(F)cc1
49342,Cc1ccc(C)c(NP(C)(=O)Oc2ccccc2)c1
49343,CC(C)(C)c1ccc(C(=O)Nc2nnc(SCC(=O)NCC3CCCO3)s2)cc1
49344,Cc1ccc(-n2[nH]c(C)c(C=Nc3ccc(C)cn3)c2=O)cc1
49345,O=C(NCC1COc2ccccc2O1)c1ccc(Cl)cc1
49346,C#CCOCCOCCOCCNc1nc(N2CCN(C(=O)CCCCCCCCCCNC(=O)[C@H](CO)n3cc(CCCSC)nn3)CC2)nc(N2CCN(C(=O)CCCCCCCCCCNC(=O)[C@H](CCCCN)n3cc(C[C@@H](C)CC)nn3)CC2)n1
49347,NC(=O)CCN1CCN(C(=O)c2ccc3nc(Cc4cccc(Cl)c4)oc3c2)CC1
49348,Cc1ccc(CSc2[nH]c(=O)ncc2C)cc1
49349,CC(=O)c1sc(NC(=O)COc2ccc([N+](=O)[O-])cc2)nc1C
49350,CCOC(=O)C1(C)NC(c2cccs2)C2C(=O)N(c3ccc(C)cc3)C(=O)C21
49351,Cc1ccc(-c2nc(N)n(C(=O)c3ccco3)n2)cc1
49352,COc1cccc(NC(=O)C2CC(=O)N=C(N)S2)c1
49353,O=C(CSc1nc2ccccc2c(=O)n1-c1ccc(F)cc1)NC1CC1
49354,O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1
49355,CCOC(=O)C1(Cc2ccc(OC)cc2)CCN(C(=O)CCN2CCCC2=O)CC1
49356,O=C(Nc1ccc(N2CCCCC2)c(Cl)c1)c1ccc(N2CCOCC2)c([N+](=O)[O-])c1
49357,COCCCNC(=O)CSc1nc2c(sc3ccccc32)c(=O)n1CCCC(=O)NCC1CCCO1
49358,C=CCC1(CC=C)CCCN1C(=O)c1cc(COc2ccc(-n3cncn3)cc2)on1
49359,COC(=O)/C=c1/s/c(=C(/C#N)C(=O)NCc2ccccc2)n(-c2ccccc2)c1=O
49360,CC(C)C(=O)Nc1ccc(NC(=O)CCc2ccccc2)cn1
49361,O=Cc1ccc(OC(=O)Cc2ccc(F)cc2)cc1
49362,CC(=O)CCc1ccc(Oc2nc(-c3cccnc3)nc3ccccc23)cc1
49363,Cc1cc(NC(=O)c2cc(-c3ccncc3)nc3c(C)cccc23)no1
49364,CC1CCCCN1Cc1c(C#N)c2ccccc2n1C
49365,CCOC(=O)C1CCN(C(=O)CN(Cc2ccccc2)S(C)(=O)=O)CC1
49366,Cc1ccc2c(c1)C(c1ccccc1)CC(=O)O2
49367,O=C(O)c1ccccc1C1=Nc2ccc(O)cc2Oc2cc(O)ccc21
49368,O=C1C2CCCCN2C(=O)N1CCCCN1CCN(c2cccc(Cl)c2)CC1
49369,N#C/C(=C\c1ccc(-c2ccccc2)o1)C(=O)Nn1cnnc1
49370,O=C(CCn1c(=O)oc2ccccc21)N1CCN(c2ccccc2F)CC1
49371,N#CC1=C(SCC(=O)c2ccccc2)NC2=C(C(=O)CCC2)C1c1ccco1
49372,Cc1ccc(NC(=O)CN2C(=O)NC(C)(c3ccc(Cl)cc3)C2=O)cc1
49373,O=C(COC(=O)c1ccc([N+](=O)[O-])s1)Nc1ncc(C(F)(F)F)cc1Cl
49374,O=C(Nc1nc2ccc([N+](=O)[O-])cc2s1)c1ccncc1
49375,CCC(=O)C1CCCN(C(=O)c2ccc3nc(-c4cccc(OC)c4)oc3c2)C1
49376,CCOc1ccc(NC(=O)CC(Cc2ccc(Cl)cc2)C(=O)O)cc1
49377,CCOC(=O)C1=C(C)NC(=O)NC1c1cc(C)sc1C
49378,CC(=C1C(=O)c2ccccc2C1=O)N1CCN(c2ccccn2)CC1
49379,Cc1oc(/N=C/c2ccc(F)cc2)c(C#N)c1C
49380,O=[N+]([O-])c1ccc(N=Nc2c(Cl)cc(O)cc2Cl)cc1
49381,COc1ccc(S(=O)(=O)N(CCCN2CCCC2=O)Cc2cc3c(C)ccc(C)c3[nH]c2=O)cc1
49382,COc1ccc(-n2c(SCC(=O)Nc3nccs3)nnc2-c2ccoc2C)cc1
49383,COC(=O)c1ccccc1NC(NC(=O)c1ccco1)C(=O)c1ccccc1
49384,Brc1cccc(-c2nnc3sc(CNCc4ccco4)cn23)c1
49385,CC1(C)CC(=O)c2c(O)cc(OCC(=O)N3CCN(c4ccccc4)CC3)cc2O1
49386,Cc1ccc(NC(=O)N2CCC(C(=O)NCc3ccc(F)cc3)CC2)cc1
49387,COCCCNC(=O)c1cccs1
49388,CN=C1S/C(=C\c2ccc(N3CCOCC3)cc2C)C(=O)N1C
49389,Nc1ccc2c(c1)-c1ccccc1S(=O)(=O)N2
49390,COCCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1cc2c(cc1Br)OCO2
49391,O=c1[nH]cnc2c1C(c1ccc(Cl)cc1)c1c(nc[nH]c1=O)O2
49392,CCOc1ccc(C2/C(=C(\O)c3c(C)[nH]c(C(=O)OC)c3C)C(=O)C(=O)N2CCN(C)C)cc1
49393,Oc1[nH]c2ccccc2c1/C=N/N1CCCCC1
49394,O=C(C(Sc1ccccc1)c1ccccc1)N1CCN(c2ccccc2)CC1
49395,COc1cccc(OCC(=O)NNC(=O)C(=O)N2CCCC2)c1
